Numer VIN,Model,Rok produkcji,Paliwo,Typ nadwozia,Przebieg,Kolor,Poj. silnika,Stan techniczny,Skrzynia biegów,Kraj pochodzenia,Moc silnika,Napęd,Kierownica,Cena,Lokalizacja,Województwo,Tytuł,Rodzaj ogłoszenia,Znalezione o,Link,ID,Producent,Opis
,Polo,2005,Benzyna,Hatchback,194000,Niebieski,1400,Nieuszkodzony,Manualna,Polska,65,,po lewej,"6900
donegocjacji",Piaseczno,Mazowieckie,Volkswagen Polo 3D 1.4 benzyna !!! 2005 rok !!! Klima !!!,Prywatne,2025-04-19 17:20:52.760749,https://www.olx.pl/d/oferta/volkswagen-polo-3d-1-4-benzyna-2005-rok-klima-CID5-ID14RTSl.html,988084349,Volkswagen,"Witam,
Posiadam na sprzedaż Volkswagena Polo 1.4 benzyna z 2005 roku. Auto wyposażone w sprawną klimatyzację oraz wspomaganie kierownicy. Pochodzi z Polskiego salonu. Blacharsko w ładnym stanie, piękny lakier. Polo nie wymaga wkładu finansowego, regularnie serwisowany. Prowadzi się bardzo dobrze, zawieszenie, klimatyzacja, sprzęgło w nienagannym stanie.
Idealne auto na dojazdy do pracy.
Jeśli szukasz oszczędnego, poszanowanego egzemplarza to auto dla Ciebie !!!

Ubezpieczenie OC: 30.04.25
Przegląd techniczny: 13.09.25

Na auto wystawiamy fakturę VAT Marża - kupujący zwolniony z podatku pcc3

W ofercie posiadamy wiele innych aut

Możliwość zostawienia swojego auta w rozliczeniu - chętnie odkupimy Twój samochód !!!

Zapraszam do kontaktu telefonicznego !!!"
VSSZZZNHZF1025479,Toledo,2015,Benzyna,Hatchback,134800,Inny kolor,1200,Nieuszkodzony,Manualna,,105,Na przednie koła,po lewej,"27000
donegocjacji",Toruń,Kujawsko-pomorskie,Seat Toledo 2015 1.2 TSI.,Prywatne,2025-04-19 17:20:54.397487,https://www.olx.pl/d/oferta/seat-toledo-2015-1-2-tsi-CID5-ID15iPQy.html,994503718,Seat,"Na sprzedaż Seat Toledo 2015r.Posiadam go od 2019 roku.Autko bardzo dobrze wyosażone.Paket full LED,klimatyzacja,nawigacja,system start -stop itd.Auto na bierząco serwisowane,W ubiegłym roku wymieniony komplet tarcz hamulcowych i klocków,wymieniony akumulator.I na bieżąco standardowe wymiany eksploatacyjne.Autko nigdy nie zawiodło.Przegląd techniczny do 19.03.2026,a OC 30.05.2025.Gorąco polecam."
,A3,2003,Benzyna,Hatchback,149531,Czarny,1600,Nieuszkodzony,Manualna,Niemcy,102,Na przednie koła,po lewej,9900,Gostynin,Mazowieckie,Audi A3 1.6*Śliczna z Niemiec*5-Drzwiowa*Alu*KLIMA*Zobacz 2003r,Prywatne,2025-04-19 17:20:55.831570,https://www.olx.pl/d/oferta/audi-a3-1-6sliczna-z-niemiec5-drzwiowaaluklimazobacz-2003r-CID5-ID15sQ0X.html,996887643,Audi,"Witam.Mam Na Sprzedanie Audi A3 LIFT 1.6 5-Dzwiowa 102 Konie, Skrzynia MANUALNA,Sprowadzony kilka dni temu z Niemiec,Auto jest od pierwszego właściciela jest w stanie idealnym i serwisowanym do końca posiada książkę serwisowa bardzo ładnie chodzi,w środku jest jak nowa tapicerka w idealnym stanie jak i technicznym zobacz na żywo śliczny jest,opłacony.posiada książkę 9900 zl. uzgodnienia. tel 695#786#013 OPŁACONY KOSZT REJ.161 zł

Przebieg Oryginalny z Książka Serwisowa 149531 Tys KM

Wyposażenie

wspomaganie kierownicy
poduszki powietrzne
Alufelgi Oryginalne
Komputer pokładowy
Elektryczne szyby 4
Elektryczne lusterka
centralny zamek
Klima
Kubełkowe siedzenia
Komputer Pokładowy
Opony LADNE
2 komplet kluczyków
książka serwisowa
abs
asp
radio Cd

Samochód został świeżo sprowadzony z Niemiec od prywatnej osoby Wszystko udokumentowane w briefach Książka serwisowa do wglądu

Samochód jest naprawdę w idealnym stanie, silnik, skrzynia biegów, zawieszenie jak i reszta innych podzespołów pracują bez najmniejszych zarzutów. Samochód pali na dotyk, nie kopci nawet przy mocniejszym dodaniu gazu, oraz posiada swoją prawidłową moc. Zero wycieków

Silnik pracuje jak zegarek, przy czym jest bardzo ekonomiczny, w trasie udało mi się uzyskać spalanie poniżej 8 na 100 km. Samochodem zrobiłem ponad 800 km wracając z Niemiec,AUDI na trasie spisywało się rewelacyjnie!

Zawieszenie w samochodzie również pracuje jak nowe, nie słychać żadnych stuków czy luzów, jest sztywne i pracuje prawidłowo, samochód prowadzi się pewnie i prosto, nie ściąga go na żadne strony.

Wnętrze samochodu wygląda jak nowe i pachnie nowością, fotele nie posiadają żadnych dziur czy przetarć, są czyste i zadbane. W aucie nie palono papierosów.

Plastiki wszystkie są prawidłowo umiejscowione na swoim miejscu tak jak powinno być, nic nie jest połamane czy zniszczone.

Karoseria auta posiada oryginalny lakier, nic nigdy nie było ponownie lakierowane, nie ma mowy też o żadnej rdzy, lakier auta jest zadbany, posiada normalne ślady użytkowania. Samochód był przez cały czas garażowany.

Samochód bezwypadkowy, na Państwa

życzenie możliwość sprawdzenia auta w dowolnie wybranej stacji diagnostycznej.

Zapraszam serdecznie, na pewno nikt z Państwa nie rozczaruje się oglądając pojazd na żywo.

AUDI W JEST W BARDZO DOBRYM STANIE, NA POLSKIM RYNKU NAPRAWDĘ CIĘŻKO O TAK ZADBANY EGZEMPLARZ, DLATEGO CENA JEST ADEKWATNA DO STANU POJAZDU., ORAZ NIE WYMAGA ŻADNYCH DODATKOWYCH WKŁADÓW FINANSOWYCH.

BEZWYPADKOWY

ORYGINALNY PRZEBIEG

ORYGINALNY LAKIER,

STAN WIZUALNY PERFEKCYJNY,

STAN TECHNICZNY IDEALNY

Przed przybyciem proszę o telefon celem ustalenia aktualności oferty. Cena do negocjacji po przybyciu na miejsce.

Stan techniczny oceniam jako bardzo dobry. Samochód jest sprawny, jeżdżący, nie posiada ukrytych wad technicznych.Wszystko robione na czas oleje paski itd..Co świadczy Niemiecki przegląd i wpisy w książkę serwisową.(Na życzenie do wglądu!!) Silnik sprawny, pracuje równo, bez problemu wchodzi na obroty.Skrzynia idealna.Środek ładny nie poniszczony bez jakichkolwiek,przetarć wszystkie plastiki na swoim miejscu. Cała elektryka działa bez zarzutu, brak błędów w komputerze. Karoseria bez oznak korozji, lakier w bardzo dobrym stanie.

Zainteresowanych serdecznie zapraszam na oględziny i ewentualną jazdę próbną.

Samochód do oglądnięcia znajduje się w Gostyninie Woj.Mazowieckie

Przed przybyciem proszę o telefon celem ustalenia aktualności oferty. Cena do negocjacji po przybyciu na miejsce. Po zakupie auta można wracać do domu na

Kołach(Ubezpieczenie Gratis). Możliwość sprawdzenia auta na dowolnej stacji diagnostycznej.

*Niniejsze ogłoszenie jest wyłącznie informacją handlową i nie stanowi oferty w myśl art. 66, § 1. Kodeksu Cywilnego.

*Sprzedający nie odpowiada za ewentualne błędy lub nieaktualność ogłoszenia.

* Zastrzegamy sobie prawo do kopiowania treści naszych ogłoszeń i przetwarzania ich osobom.

AUTO NIE PODLEGA ZWROTOWI,KUPUJĄCY ZAPOZNAŁ SIE ZE STANEM TECHNICZNYM I WIZUALNYM NIE BEDZIE MIAŁ ŻADNYCH Pretensji rozczarowań.

trzecim oraz innym firmom konkurencyjnym

ZAPIS TEN ZOSTAŁ ZAWARTY ZE WZGLĘDU NA MOŻLIWOŚĆ DROBNYCH, LUDZKICH POMYŁEK. JEŻELI ZAUWAŻYSZ NIEŚCISŁOŚĆ - ZADZWOŃ DO NAS, A NIEZWŁOCZNIE JĄ WYJAŚNIMY

Telefon; 695#786#013"
,Patrol,1989,Benzyna,Terenowy,1,Niebieski,4400,Nieuszkodzony,Manualna,,320,4x4 (dołączany ręcznie),po lewej,52000,Zbąszyń,Wielkopolskie,Nissan patrol Y60 2d,Prywatne,2025-04-19 17:21:04.667883,https://www.olx.pl/d/oferta/nissan-patrol-y60-2d-CID5-ID15aDFh.html,992550267,Nissan,"Nissan patrol Y60 2d (krótki) dwu os z silnikiem BMW
Silnik po remoncie na oryginałach BMW
zarejestrowany z przeglądem i ubezpieczony
Samochód z przeznaczeniem rajdowym w kategorii Cross-cuntry ,w których odnosił sukcesy
Chłodnica przeniesiona na tył
Samochód w bardzo dobrej kondycji technicznej
!!Przy sprzedaży samochodu wystawiamy fakturę VAT!!

Dan techniczne:
BMW 4.4 Benzyna
320HP
Napęd 4x4
fotele kubełkowe Bimarco
Homologowana klatka FIA
Nowe wały napędowe
Po przeglądzie:
Mosty przedni i tylny
Hamulce
Amortyzatory bypass KING
Bum stop przód i tył
Psy 4-punktowe Sabelt
Centrala interkomu"
,Seria 3,2007,Diesel,Kombi,362000,Brązowy – Beżowy,2000,Nieuszkodzony,Manualna,,150,,po lewej,"12900
donegocjacji",Piaseczno,Mazowieckie,BMW 318d 2.0D !!! 2007 rok !!! Klima !! Ładny stan !!!,Prywatne,2025-04-19 17:31:14.824186,https://www.olx.pl/d/oferta/bmw-318d-2-0d-2007-rok-klima-ladny-stan-CID5-ID158Ns3.html,992111231,BMW,"Witam,
Posiadam na sprzedaż BMW 318d z 2007 roku. Auto w bardzo dobrym stanie technicznym. Prowadzi się pewnie a zawieszenie nie jest wybite. Sprzęgło oraz skrzynia biegów działają prawidłowo. Wnętrze ogólnie jest jak nowe, jedynie na fotelu kierownicy puścił szew. Skóry matowe, nie wytarte.
Bardzo dynamiczne i oszczędne auto.

OC do 24.08.25

Zapraszam do kontaktu telefonicznego!!!"
WAUZZZ8T7BA092718,A5,2011,Benzyna,Coupe,250000,Czarny,1984,Nieuszkodzony,Automatyczna,Szwajcaria,180,Na przednie koła,po lewej,"34500
donegocjacji",Łuków,Lubelskie,A5 2.0TFSI 2011 Sportback zamiana,Prywatne,2025-04-19 17:31:16.681474,https://www.olx.pl/d/oferta/a5-2-0tfsi-2011-sportback-zamiana-CID5-ID15jtn1.html,994655647,Audi,"Witam , na sprzedaż posiadam swój prywatny samochód Audi a5 z 2011 roku z silnikiem 2.0 tfsi.
Auto zadbane i na bieżąco serwisowane , świeżo po wymianie oleju z filtrami. Udokumentowany przebieg tylko 250 000km.
Skrzynia 8 biegowy multitronic po nie dawnym pełnym serwisie płynnie zmienia biegi, nie szarpie.
Posiadam 1 kluczyk

możliwa zamiana / a4b7 1.8t lpg, a6 c6 2.4 lpg z dopłatą lub a6/a4b8/mercedes

Nie mam nic do ukrycia, zapraszam na oględziny. Możliwość podjechanie na stacje czy do mechanika."
WDB1680091J580102,A Klasa,2001,Diesel,Hatchback,365500,Szary,1700,Nieuszkodzony,Manualna,Polska,90,Na przednie koła,po lewej,"3000
donegocjacji",Zaniemyśl,Wielkopolskie,Mercedes Benz A170,Prywatne,2025-04-19 17:31:18.182729,https://www.olx.pl/d/oferta/mercedes-benz-a170-CID5-ID15tEgC.html,997080814,Mercedes-Benz,"Na sprzedaż Mercedes A170 CDI z 2001 roku, przebieg orginalny, 365 tys. Olej w silniku wymieniony 2000 km do tylu. Wrzystko bylo robione na biezonco. Ogolnie samochod w dobrym stanie mechanicznym oraz technicznym. Wyposażenie: klimatyzacja (do nabicia), ABS, ESP, poduszki powietrzne, elektryczne szyby i lusterka, wspomaganie kierownicy, regulacja kierownicy i fotela, radio. OC ważne do maja 2025, przegląd do sierpnia. Cena podlega negocjacji."
,Yaris,2007,Benzyna,Hatchback,187154,Zielony,1300,Nieuszkodzony,Manualna,Polska,87,Na przednie koła,po lewej,"14900
donegocjacji",Wysokie Mazowieckie,Podlaskie,Toyota Yaris / Salon Polska / Klima / Zero Korozji / Bardzo Ładna /,Prywatne,2025-04-19 17:31:24.036563,https://www.olx.pl/d/oferta/toyota-yaris-salon-polska-klima-zero-korozji-bardzo-ladna-CID5-ID15gysM.html,993960240,Toyota,"Dzień dobry,

Na sprzedaż oferuję Toyotę Yaris w pięknym kolorze - butelkowa zieleń. Auto krajowe z bezawaryjnym silnikiem 1.3 benzyna na łańcuszku rozrządu. Oryginalny niski przebieg.

Mechanicznie wszystko w 100% sprawne włącznie z klimatyzacją. Silnik suchy, równo pracuje, jest dynamiczny oraz oszczędny. Skrzynia oraz sprzęgło nie wykazują oznak zużycia. Zawieszenie sztywne, bez luzów, sutków. Obecnie założone są praktycznie nowe opony zimowe. Do auta są również opony letnie.
W ostatnim czasie wymieniony rozrusznik oraz tylna piasta z łożyskiem.

Wizualnie bardzo dobrze się prezentuje. Lakier bardzo ładnie się prezentuje, bez rys, czy śladów Korozji. Spód auta został w profesjonalny sposób zakonserwowany. Auto nie posiada grama korozji!

Wnętrze czyste i pachnące. Bez uszkodzeń czy innych śladów zużycia. Wyposażenie auta w pełni sprawne.

Na wyposażeniu posiada m.in:
-- ABS
-- centralny zamek z pilotem x2
-- dodatkowe zabezpieczenie antykradzieżowe
-- elektryczne szyby
-- elektryczne lusterka
-- czujniki parkowania
-- klimatyzacja
-- wspomaganie kierownicy
-- oryginalne radio CD
-- regulowana tylna kanapa (regulacja przód, tył oraz pochylenie oparcia).

Kupujący zwolniony z opłaty skarbowej 2% (faktura VAT-marża).
Możliwość przyjęcia auta w rozliczeniu.
Więcej informacji chętnie udzielę telefonicznie. Zainteresowane osoby zapraszam do oglądania oraz na jazdę próbną."
SB1KT3JEX0E053811,Auris,2018,Benzyna,Hatchback,45800,Inny kolor,,Nieuszkodzony,Manualna,Polska,100,Na przednie koła,,"55000
donegocjacji",Olsztyn,Warmińsko-mazurskie,Toyota Auris Hatchback 1.33 VVT-i Active,Prywatne,2025-04-19 17:31:31.527822,https://www.olx.pl/d/oferta/toyota-auris-hatchback-1-33-vvt-i-active-CID5-ID15thGr.html,996994003,Toyota,"Toyota Auris Hatchback 1.33 VVT-i Active
Przebieg: 45 800km
Rodzaj paliwa : benzyna
Moc: 73 KW (100 hp)
rok produkcji 2018/19 rejestracja (ostatni wypust)
VIN : SB1KT3JEX0E053811
Skrzynia : manualna 6-cio biegowa.
2 komplety opon (zima/lato)
Kolor : Inny

Wyposażenie samochodu:
Radio CD/USB
Bluetooth
Klimatyzacja
Zestaw głośnomówiący (telefon)
Czujniki parkowania przód
Czujniki parkowania tył
Alarm
Centralny zamek
Światła xenonowe
Światła do jazdy dziennej
Tapicerka welurowa
Kierownica multifunkcyjna (skórzana)
Wspomaganie kierownicy
ABS
Podłokietnik przód
Podgrzewana tylna szyba
ESP
Elektrycznie regulowane lusterka
Czujnik deszczu
Elektryczne przednie szyby.

Dzień dobry,
Do sprzedania posiadam samochód marki Toyota Auris z 2018r. ( rejestracja 05.19r.). Samochód w perfekcyjnym stanie wizualnym jak i technicznym. Jestem pierwszym właścicielem tego samochodu od nowości. Autko ma bardzo niski przebieg, niecałe 46tys oraz jest bezwypadkowe. Pojazd trzymany w garażu oraz serwisowany do 2024r w Toyocie. Auris nie posiada oznak korozji rys czy zniszczonych elementów tapicerki. Gorąco polecam i zapraszam na oględziny oraz jazdę próbną"
,308,2017,Benzyna,Hatchback,55600,Niebieski,1200,Nieuszkodzony,Manualna,Belgia,130,Na przednie koła,po lewej,"36000
donegocjacji",Dębica,Podkarpackie,PEUGEOT 308 1.2 GTline PureTouch 130 km,Prywatne,2025-04-19 17:31:32.959003,https://www.olx.pl/d/oferta/peugeot-308-1-2-gtline-puretouch-130-km-CID5-ID15ppbL.html,996069541,Peugeot,"Sprzedam Peugeota 308 z silnikiem benzynowym 1.2 turbo o mocy 130 km GTline. Auto ma przebieg 55 tys. Wmoim posiadaniu 2 lata. W 2023 roku przy przebiegu zostal wymieniony pasek rorzadu. Auto posiada dobre wyposażenie. Czarny srodek siedzenia alcantara ze skórą. Przednie fotele z masażem + grzane. 4 el szyby,Klimatyzacja, tablet wielofuncyjny, czujniki parkowania przód i tył+ kamera i wiele innych funkcji. Komplet kół zima lato na alu felgach 17"" OC ważne 22.01.2026. Przegląd 21.06.2025. Dla zainteresowanych wiecej informacji udziele przez tel. Dziekuje i zapraszam."
,i30,2012,Benzyna,Hatchback,170000,Czarny,1400,Nieuszkodzony,Manualna,,100,,,26800,Opole,Opolskie,Hyuandai I30 1.4Benz Klima Oryginał Lakier Idealny z Niemiec,Prywatne,2025-04-19 17:31:34.452968,https://www.olx.pl/d/oferta/hyuandai-i30-1-4benz-klima-oryginal-lakier-idealny-z-niemiec-CID5-ID15nGMA.html,995660516,Hyundai,"Witam sprzedam pięknego hundaia w benzynie 1.4 benzyna 100KM najlepsza jednostka montowana w tych modelach
Auto kupione bezpośrednio od 2 właściciela prywatnie
Rok produkcji 2012 rok nowy model
Auto bezwypadkowe w stanie jak nowym cały oryginał lakier
Nowe tarcze klocki
Nowe opony wielosezonowe. Kleber
Bez wycieków nie myty
Zawieszenie nie puka nie stuka
Nowy tiv zrobiony w marcu 2025
Ważny tez w Polsce
Przebieg udokumentowany do końca
Książka serwisowa plus tivy i rachunki

Wyposażenie

Klimatyzacja
Szyby elektryczne
El.lusterka
Wielofunkcyjna kierownica
Komputer pokładowy
Abs
Esp
Ledy
Automatyczne światła
Halogeny
Centralny zamek
Komplet kluczy

Oraz wiele innych elementów podstawowego wyposazenia

Oferta skierowana do ludzi szukających
Auta bezwypadkowego i z oryginalnymi idokumentowanymi kilometrami

W razie pytań proszę o telefon

6.0.6.9.7.6.3.8.6"
,Grand Cherokee,2015,Diesel,SUV,139000,Czarny,3000,Nieuszkodzony,Automatyczna,Polska,250,4x4 (stały),po lewej,95000,Złotno,Dolnośląskie,Jeep Grand Cherokee IV 3.0 CRD Summit,Prywatne,2025-04-19 17:31:41.266095,https://www.olx.pl/d/oferta/jeep-grand-cherokee-iv-3-0-crd-summit-CID5-ID15huMI.html,994184428,Jeep,"Sprzedam Piękny samochód JEEP GRAND CHEROKEE WK2 W WERSJI SUMMIT
AWD 4x4
Przebieg 139000 KM
Jeden właściciel w Niemczech jeden w Polsce.
Auto po kompletnej wymianie olejów i filtrów.

Wyposażenie:
-Asystent parkowania ParkSense
-Asystent ruszania pod górę Hill Start Assist
-Asystent zjazdu HDC
-Audio system Harman Kardon
-Autoalarm De Luxe
-Bezkluczykowy dostęp Keyless
-Drzwi tyłu pojazdu sterowane elektrycznie
-Skórzane fotele elektryczne z pamięcią podgrzewane
-Hamulec Performance o charakterystyce sportowej
-Kamera cofania
-Oparcia tylnych foteli regulowane
-Fotele tylne podgrzewane
-Progi podświetlane Summit
-Reflektory adaptacyjne Bi-ksenonowe
-Multifunkcyjna kierownica z łopatkami
-System aktywnego wyciszenia ANC
-System centrum informacyjne EVIC
-Klimatyzacja przód/tył / słupki
-Tempomat
-Nawigacja
-Aktywny układ wydechowy
-Panoramiczny dach otwierany
-Komplet kół Lato/Zima"
,Mustang,2007,Benzyna,Kabriolet,158000,Srebrny,4000,Nieuszkodzony,Automatyczna,Stany Zjednoczone,212,,po lewej,"44999
donegocjacji",Barcin,Kujawsko-pomorskie,Mustang 4.0 212 km cabrio Barcin,Prywatne,2025-04-19 17:31:50.067557,https://www.olx.pl/d/oferta/mustang-4-0-212-km-cabrio-barcin-CID5-ID11BxLH.html,939857113,Ford,"Mustang sprowadzony ze Stanów w moim posiadaniu 4 lata dach sprawny na alusach , przegląd i ubezpieczenie aktualne resztę informacji pod nr #537#399#472# lub 795#232#632 sprzedam , zamienię na działkę budowlaną okolice Barcina albo zamienię na samochód warszawę ,syrenę"
WOLF7BJBH8V631921,Vivaro,2008,Diesel,Minibus,320500,Inny kolor,2500,Nieuszkodzony,Manualna,Niemcy,146,Na przednie koła,po lewej,17000,Radom,Mazowieckie,Skup Busow TRAFIC VIVARO PRIMASTAR do 15000zl 5/6/9 osobowy !!,Prywatne,2025-04-19 17:32:04.609574,https://www.olx.pl/d/oferta/skup-busow-trafic-vivaro-primastar-do-15000zl-5-6-9-osobowy-CID5-ID15huJS.html,994184252,Opel,"Witam mam do sprzedania Opel Vivaro LIFT 2.5 cdti 146km .Wersja L2h1 LONG 6 osobowa. Rok Produkcji 2008.Auto sprowadzone z Niemiec do Polski w 2019r. Pierwszy Właściciel w Kraju. Auto jest w BARDZO DOBRYM stanie wizualnym jak i mechanicznym zawieszenie sztywne. Środek auta jest czysty i zadbany. Silnik pracuje równo i cicho.

Opel wyposażony jest m.in w:
-Wspomaganie Kierownicy
-Centralny Zamek
-Klimatyzacja
-2x Elektryczne Szyby
-Elektryczne Lusterka
-4x Poduszka Powietrzna
-ABS
-ORYGINALNA ZABUDOWA HOLENDERSKA
-6-cio OSOBOWY
-2x DZWI PRZESUWNE ( rzadko spotykane )
-Radio ANDROID usb aux
-Zarejestrowany w Polsce

OC ważne do 05.2025
Badanie Techniczne ważne do 15.05.2025
Przebieg auta 323192KM
Auto Doinwestowane i Zadbane
Polecam"
WAUZZZ4F76N169456,A6,2006,Benzyna,Sedan,339000,Niebieski,4163,Nieuszkodzony,Automatyczna,Holandia,334,4x4 (stały),po lewej,"22900
donegocjacji",Lublin,Lubelskie,Audi A6 C6 4.2 Benzyna 334 KM Quattro Automat Tiptronic,Firmowe,2025-04-19 17:32:09.248323,https://www.olx.pl/d/oferta/audi-a6-c6-4-2-benzyna-334-km-quattro-automat-tiptronic-CID5-ID14u0Xv.html,982391706,Audi,"Na sprzedaż oferuję Audi A6 4.2 MPI 335KM Quattro Tiptronic w wersji sedan z 2006 roku.

Bogata wersja wyposażenia:

*Automatyczna skrzynia biegów Tiptronic

*Napęd 4x4

*Klimatyzacja dwustrefowa

*Skórzana wentylowana tapicerka

*Podgrzewane fotele

*Radio z wyświetlaczem

*Elektryczne szyby i lusterka

*Tempomat aktywny

i inne.

Auto w bardzo dobrym stanie, sprowadzane z Holandii. Po sprowadzeniu zamontowany został nowy akumulator.

Auto jest zarejestrowane w Polsce, ma aktualne badanie techniczne oraz polisę OC.

Wystawiam fakturę, kupujący jest zwolniony z podatku PCC.

Cena do negocjacji.

Gdybym nie odbierał, proszę o wiadomość SMS lub przez OLX."
WBA3N7C59GK226435,Seria 4,2015,Benzyna,Coupe,110000,Biały,2000,Nieuszkodzony,Automatyczna,,245,Na tylne koła,po lewej,"76000
donegocjacji",Brzeg,Opolskie,"BMW 4, 428i F32 .",Prywatne,2025-04-19 17:32:10.569933,https://www.olx.pl/d/oferta/bmw-4-428i-f32-CID5-ID15sUX5.html,996906623,BMW,"Witam Serdecznie. Sprzedam BMW 428i F32 RWD w bardzo dobrym stanie technicznym jak wizualnym. Zadbane,doinwestowane.
Pierwsza rejestracja 2016r. Sportowy wydech AWE oraz filtr
powietrza CTS. Auto świeżo po dużym
service.Lakier został zabezpieczony specjalną powłoką ochronną. Bardzo niski przebieg, bez wkład
finansowego.BMW prowadzi się plynnie i bardzo dynamicznie. Przegląd i OC 03/2026. Cena do niedużej negocjacji.
Więcej informacji udzielę telefonicznie oraz zapraszam na oględziny.
Tel: 6.0.0- 8.9.4- 9.2.4."
,6,2006,Diesel,Hatchback,250000,Szary,1996,Nieuszkodzony,Manualna,Niemcy,143,Na przednie koła,po lewej,"4500
donegocjacji",Świebodzice,Dolnośląskie,Mazda 6 2.0 D 143km,Prywatne,2025-04-19 17:32:12.133535,https://www.olx.pl/d/oferta/mazda-6-2-0-d-143km-CID5-ID15q7Gz.html,996240587,Mazda,"Witam na sprzedasz mazda 6. Jestem drugim właścicielem w Polsce. Auto u poprzedniego właściciela było 10l u mnie od 12.23. Mazda nigdy mnie nie zawiodła posiada niewielki przebieg 250kkm. W samochodzie wymienione były:
-progi
-świerzo po wymianie hamulców przód i tył tarcze i klocki + nowe jarzma i zacisk z tyłu
-Nowe łączniki stabilizatorów
-DPF OFF
Do zrobienia prawdopodobnie sprzęgło tarcza nie ślizga się tylko zaczyna hałasować.
Oc i przegląd do 10.2025r
Więcej informacji udzielę telefonicznie"
,Polo,2009,Benzyna,Hatchback,176000,Srebrny,1200,Nieuszkodzony,Manualna,Niemcy,64,,,"9490
donegocjacji",Dębno,Zachodniopomorskie,Vw Polo Benzyna Klima Elektryka 5 Drzwi,Prywatne,2025-04-19 17:32:16.974158,https://www.olx.pl/d/oferta/vw-polo-benzyna-klima-elektryka-5-drzwi-CID5-ID15ogEt.html,995798397,Volkswagen,"VW Polo w kolorze srebrnym z 2009 roku z ekonomicznym i niezawodnym silnikiem benzynowym 1.2 ( rozrząd na łancuchu) z przebiegiem 176000 km.

wyposażenie :
- Abs
- ESP
- Alufelgi
- podgrzewane fotele
- radio z mp3
- przyciemniane szyby
- isofix
- klimatyzacja
- 4 poduszki powietrzne
- el. Szyby
- centralny zamek z pilota
- alarm fabryczny
- wspomaganie kierownicy
- regulacja kierownicy
- regulacja wysokości foteli w wielu płaszczyznach

Itd.

Auto sprawne, zrywne i bezwypadkowe. Prezentuje się bardzo dobrze. Laker w bardzo dobrym stanie. Wnętrze czarne razem z podsufitką w bardzo dobrym stanie. Silnik pracuje równo I cicho. Odpala ładnie na zimnym i cieplym. Klocki tarcze opony spokojnie do jazdy. Skrzynia biegów pracuje bardzo dobrze.

Auto świeżo sprowadzone z Niemiec. Komplet dokumentów do rejestracji w Polsce.

Możliwość dowozu auta pod dom. Jedynie koszty paliwa

Zapraszam do kontaktu telefonicznego i oględzin auta na żywo, ponieważ prezentuje się lepiej niż na zdjęciach"
,Pozostałe Hyundai,2008,Benzyna,Terenowy,205000,Czarny,1975,Nieuszkodzony,Manualna,,104,Na przednie koła,po lewej,"18000
donegocjacji",Łuszczanowice,Łódzkie,Hyundai Tucson 2008 2.0 LPG,Prywatne,2025-04-19 17:32:19.822426,https://www.olx.pl/d/oferta/hyundai-tucson-2008-2-0-lpg-CID5-ID15hwaY.html,994185932,Hyundai,"Hyundai Tucson 2008 rok,
instalacja LPG,
napęd na przód,
pojemność silnika 2l benzyna,
klimatyzacja sprawna,
oryginalne radio,
hak,
przegląd do 22.10.2025,
trzecia tablica na bagażnik rowerowy,
OC ważne do 25.09.2025

W ostatnim czasie zostało wymienione sprzęgło, łożysko na skrzyni, tył hamulce- tarcze, klocki, łożyska.
Rozrząd był wymieniony w sierpniu 2024r. Samochód naprawiany pod siebie.

Jestem pierwszym właścicielem w Polsce od 2018. Samochód jest bezwypadkowy. Jego stan ogólny jest bardzo dobry."
,T-Roc,2022,Benzyna,Hatchback,21000,Czarny,1500,Nieuszkodzony,Automatyczna,Austria,150,Na przednie koła,po lewej,93000,Szczucin,Małopolskie,Volkswagen vw t-roc 2022 r.,Prywatne,2025-04-19 17:42:31.495070,https://www.olx.pl/d/oferta/volkswagen-vw-t-roc-2022-r-CID5-ID15tGVf.html,997091083,Volkswagen,"Witam. Sprzedam volkswagen t-rock .
1.5 tsi. automat
Bogate wyposażenie.
Oryginalne felgi vw PRETORIA 19
W cenie drugi komplet nowych kół zimowych
Przebieg 21 tyś. Samochód w ciagłej eksploatacji. Oc Ac . Wymienione wszystkie filtry i oleje 10.04.
Sprowadzony z Austrii.
Samochód od osoby prywatnej .
Posiada przedłużoną 5 letnią gwarancję producenta.
Nr Vin Wvgzzza1znv060324"
VF1CB05CF29426042,Clio,2003,Benzyna,Hatchback,134000,Czerwony,1149,Nieuszkodzony,Manualna,Polska,55,Na przednie koła,po lewej,"2900
donegocjacji",Poznań Wilda,Wielkopolskie,Drugi własciciel super renault clio,Prywatne,2025-04-19 17:42:32.841793,https://www.olx.pl/d/oferta/drugi-wlasciciel-super-renault-clio-CID5-ID15tYkt.html,997157933,Renault,"Przegląd do 18.04.2026
Ubezp.
Opony zimowe i letnie!!!

Serwisowany w jednym warsztacie dokumenty do wglądu!
Dotychczas niezawodny, tani w utrzymaniu - sprzedawany z żalem z powodu kupna większego auta…
Dwóch właścicieli karta pojazdu."
